StationID	WaterbodyName	Location	Latitude	Longitude	SampleID	CollDate	Activity Category	Index.Name	Index.Region	FinalID	LifeStage	NonUnique	NonTarget	Count	Count_Original	OTU0	OTU1	OTU2	Phylum	SubPhylum	Class	SubClass	Order	SubOrder	Family	SubFamily	Tribe	Genus	SubGenus	Species	Variety	Rank	FFG	Habit	TolVal	Voltinism	BCG_Atr	TV_Urb	Invasive
JONE-213-R-2016					JONE-213-R-2016	2016-03-15		MSW.1999.Bugs	EPIEDMONT	THIENEMANNIMYIA GROUP	X	No	0	3	3				Arthropoda		Insecta		Diptera		Chironomidae			Thienemannimyia group				Genus	pre	sp	8.2		X	8.2	0
JONE-213-R-2016					JONE-213-R-2016	2016-03-15		MSW.1999.Bugs	EPIEDMONT	DIAMESA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini	Diamesa				Genus	col	sp	8.5		X	8.5	0
JONE-213-R-2016					JONE-213-R-2016	2016-03-15		MSW.1999.Bugs	EPIEDMONT	SYMPOTTHASTIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini	Sympotthastia				Genus	col	sp	8.2		X	8.2	0
JONE-213-R-2016					JONE-213-R-2016	2016-03-15		MSW.1999.Bugs	EPIEDMONT	CLINOCERA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Empididae			Clinocera				Genus	pre	cn	7.4		X	7.4	0
JONE-213-R-2016					JONE-213-R-2016	2016-03-15		MSW.1999.Bugs	EPIEDMONT	SIMULIUM	X	No	0	1	1				Arthropoda		Insecta		Diptera		Simuliidae		Simuliini	Simulium				Genus	fil	cn	5.7		X	5.7	0
JONE-213-R-2016					JONE-213-R-2016	2016-03-15		MSW.1999.Bugs	EPIEDMONT	ANTOCHA	X	No	0	7	7				Arthropoda		Insecta		Diptera		Tipulidae			Antocha				Genus	col	cn	8		X	8	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	GIRARDIA	X	No	0	1	1				Platyhelminthes		Turbellaria		Tricladida		Dugesiidae			Girardia				Genus	pre	sp	9.3		X	9.3	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	FERRISSIA	X	No	0	1	1				Mollusca		Gastropoda		Basommatophora		Ancylidae			Ferrissia				Genus	scr	cb	7		X	7	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ORCONECTES	X	No	0	1	1				Arthropoda		Malacostraca		Decapoda		Cambaridae			Orconectes				Genus	shr	sp	2.8		X	2.8	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	AMELETUS	X	No	0	1	1				Arthropoda		Insecta		Ephemeroptera		Ameletidae			Ameletus				Genus	col	"sw, cb"	2.6		X	2.6	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	MACCAFFERTIUM	X	No	0	5	5				Arthropoda		Insecta		Ephemeroptera		Heptageniidae			Maccaffertium				Genus	scr	cn	3		X	3	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	BAETIS	X	No	0	28	28				Arthropoda		Insecta		Ephemeroptera		Baetidae			Baetis				Genus	col	"sw, cb, cn"	3.9		X	3.9	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ISONYCHIA	X	No	0	6	6				Arthropoda		Insecta		Ephemeroptera		Isonychiidae			Isonychia				Genus	fil	"sw, cn"	2.5		X	2.5	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	NEMOURIDAE	X	No	0	1	1				Arthropoda		Insecta		Plecoptera		Nemouridae							Family	shr	"sp, cn"	2.9		X	2.9	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	GLOSSOSOMA	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Glossosomatidae		Glossosomatini	Glossosoma				Genus	scr	cn			X		0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	CHEUMATOPSYCHE	X	No	0	5	5				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Cheumatopsyche				Genus	fil	cn	6.5		X	6.5	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	DIPLECTRONA	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Diplectrona				Genus	fil	cn	2.7		X	2.7	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	HYDROPSYCHE	X	No	0	12	12				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Hydropsyche				Genus	fil	cn	7.5		X	7.5	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	CHIMARRA	X	No	0	7	7				Arthropoda		Insecta		Trichoptera		Philopotamidae			Chimarra				Genus	fil	cn	4.4		X	4.4	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	LYPE	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Psychomyiidae			Lype				Genus	scr	cn	4.7		X	4.7	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	RHYACOPHILA	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Rhyacophilidae			Rhyacophila				Genus	pre	cn	2.1		X	2.1	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	NEOPHYLAX	X	No	0	5	5				Arthropoda		Insecta		Trichoptera		Uenoidae			Neophylax				Genus	scr	cn	2.7		X	2.7	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	OPTIOSERVUS	X	No	0	1	1				Arthropoda		Insecta		Coleoptera		Elmidae			Optioservus				Genus	scr	cn	5.4		X	5.4	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	MICROPSECTRA	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Micropsectra				Genus	col	"cb, sp"	2.1		X	2.1	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ORTHOCLADIINAE	X	Yes	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladiinae				Genus	col		7.6		X	7.6	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	CORYNONEURA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Corynoneura				Genus	col	sp	4.1		X	4.1	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ORTHOCLADIUS	X	No	0	9	9				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladius				Genus	col	"sp, bu"	9.2		X	9.2	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	TVETENIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Tvetenia				Genus	col	sp	5.1		X	5.1	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	DIAMESA	X	No	0	3	3				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini	Diamesa				Genus	col	sp	8.5		X	8.5	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	SYMPOTTHASTIA	X	No	0	14	14				Arthropoda		Insecta		Diptera		Chironomidae		Diamesini	Sympotthastia				Genus	col	sp	8.2		X	8.2	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	PROSIMULIUM	X	No	0	1	1				Arthropoda		Insecta		Diptera		Simuliidae		Prosimuliini	Prosimulium				Genus	fil	cn	2.4		X	2.4	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	SIMULIUM	X	No	0	1	1				Arthropoda		Insecta		Diptera		Simuliidae		Simuliini	Simulium				Genus	fil	cn	5.7		X	5.7	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ANTOCHA	X	No	0	4	4				Arthropoda		Insecta		Diptera		Tipulidae			Antocha				Genus	col	cn	8		X	8	0
JONE-315-S-2016					JONE-315-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	DICRANOTA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Tipulidae			Dicranota				Genus	pre	"sp, bu"	1.1		X	1.1	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	STYGOBROMUS	X	No	0	1	1				Arthropoda		Malacostra		Amphipoda		Crangonyctidae			Stygobromus				Genus	col		4		X	4	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	SYNURELLA	X	No	0	8	8				Arthropoda		Insecta		Amphipoda		Crangonyctidae			Synurella				Genus			0.4		X	0.4	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CAECIDOTEA	X	No	0	13	13				Arthropoda		Malacostraca		Isopoda		Asellidae			Caecidotea				Genus	col	sp	2.6		X	2.6	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	ISOTOMURUS	X	No	0	4	4				Arthropoda		Insecta		Collembola		Isotomidae			Isotomurus				Genus			4.8		X	4.8	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	NIGRONIA	X	No	0	1	1				Arthropoda		Insecta		Megaloptera		Corydalidae			Nigronia				Genus	pre	"cn, cb"	1.4		X	1.4	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	LIMNEPHILIDAE	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Limnephilidae							Family	shr	"cb, sp, cn"	3.4		X	3.4	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	MOLANNA	X	No	0	2	2				Arthropoda		Insecta		Trichoptera		Molannidae			Molanna				Genus	scr	"sp, cn"	6		X	6	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CERATOPOGONIDAE	X	Yes	0	5	5				Arthropoda		Insecta		Diptera		Ceratopogonidae							Family	pre	"sp, bu"	3.6		X	3.6	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	BEZZIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Ceratopogonidae			Bezzia				Genus	pre	bu	3.3		X	3.3	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	MICROPSECTRA	X	No	0	7	7				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Micropsectra				Genus	col	"cb, sp"	2.1		X	2.1	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TANYTARSUS	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Tanytarsus				Genus	fil	"cb, cn"	4.9		X	4.9	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CORYNONEURA	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Corynoneura				Genus	col	sp	4.1		X	4.1	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	DIPLOCLADIUS	X	No	0	3	3				Arthropoda		Insecta		Diptera		Chironomidae			Diplocladius				Genus	col	sp	5.9		X	5.9	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	HYDROBAENUS	X	No	0	6	6				Arthropoda		Insecta		Diptera		Chironomidae			Hydrobaenus				Genus	scr	sp	7.2		X	7.2	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	ORTHOCLADIUS	X	No	0	6	6				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladius				Genus	col	"sp, bu"	9.2		X	9.2	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PARAMETRIOCNEMUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Parametriocnemus				Genus	col	sp	4.6		X	4.6	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PARAPHAENOCLADIUS	X	No	0	8	8				Arthropoda		Insecta		Diptera		Chironomidae			Paraphaenocladius				Genus	col	sp	4		X	4	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	RHEOCRICOTOPUS	X	No	0	30	30				Arthropoda		Insecta		Diptera		Chironomidae			Rheocricotopus				Genus	col	sp	6.2		X	6.2	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TANYPODINAE	X	Yes	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Tanypodinae				Genus	pre		7.5		X	7.5	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	APSECTROTANYPUS	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae		Macropelopiini	Apsectrotanypus				Genus	pre	"bu, sp"	6.6		X	6.6	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PROCLADIUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Procladiini	Procladius				Genus	pre	sp	1.2		X	1.2	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	THIENEMANNIMYIA GROUP	X	No	0	11	11				Arthropoda		Insecta		Diptera		Chironomidae			Thienemannimyia group				Genus	pre	sp	8.2		X	8.2	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TRISSOPELOPIA	X	No	0	4	4				Arthropoda		Insecta		Diptera		Chironomidae		Pentaneurini	Trissopelopia				Genus	pre	sp	4.1		X	4.1	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	SIMULIUM	X	No	0	5	5				Arthropoda		Insecta		Diptera		Simuliidae		Simuliini	Simulium				Genus	fil	cn	5.7		X	5.7	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	STEGOPTERNA	X	No	0	2	2				Arthropoda		Insecta		Diptera		Simuliidae		Prosimuliini	Stegopterna				Genus	fil	cn	2.4		X	2.4	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CHRYSOPS	X	No	0	5	5				Arthropoda		Insecta		Diptera		Tabanidae			Chrysops				Genus	pre	"sp, bu"	2.9		X	2.9	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PSEUDOLIMNOPHILA	X	No	0	2	2				Arthropoda		Insecta		Diptera		Tipulidae			Pseudolimnophila				Genus	pre	bu	2.8		X	2.8	0
LANG-115-R-2016					LANG-115-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TIPULA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Tipulidae			Tipula				Genus	shr	bu	6.7		X	6.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	ENCHYTRAEIDAE	X	No	0	1	1				Annelida		Oligochaeta		Haplotaxida		Enchytraeidae							Family	col	bu	9.1		X	9.1	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	LUMBRICULIDAE	X	No	0	1	1				Annelida		Oligochaeta		Lumbriculida		Lumbriculidae							Family	col	bu	6.6		X	6.6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	NAIDIDAE	X	No	0	1	1				Annelida		Oligochaeta		Haplotaxida		Naididae							Family	col	bu	8.5		X	8.5	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TUBIFICIDAE	X	No	0	3	3				Annelida		Oligochaeta		Tubificida		Tubificidae							Family	col	cn	8.4		X	8.4	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	HYDROBIIDAE	X	No	0	1	1				Mollusca		Gastropoda		Mesogastropoda		Hydrobiidae							Family	scr	cb	8		X	8	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PHYSA	X	No	0	1	1				Mollusca		Gastropoda		Basommatophora		Physidae			Physa				Genus	scr	cb	7		X	7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PISIDIUM	X	No	0	1	1				Mollusca		Bivalvia		Veneroida		Pisidiidae			Pisidium				Genus	fil	bu	5.7		X	5.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	GAMMARUS	X	No	0	2	2				Arthropoda		Malacostraca		Amphipoda		Gammaridae			Gammarus				Genus	shr	sp	6.7		X	6.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CAECIDOTEA	X	No	0	15	15				Arthropoda		Malacostraca		Isopoda		Asellidae			Caecidotea				Genus	col	sp	2.6		X	2.6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	MACCAFFERTIUM	X	No	0	3	3				Arthropoda		Insecta		Ephemeroptera		Heptageniidae			Maccaffertium				Genus	scr	cn	3		X	3	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CHEUMATOPSYCHE	X	No	0	12	12				Arthropoda		Insecta		Trichoptera		Hydropsychidae			Cheumatopsyche				Genus	fil	cn	6.5		X	6.5	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	HYDROPTILA	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Hydroptilidae		Hydroptilini	Hydroptila				Genus	scr	cn	6		X	6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	OECETIS	X	No	0	2	2				Arthropoda		Insecta		Trichoptera		Leptoceridae		Oecetini	Oecetis				Genus	pre	"cn, sp, cb"	4.7		X	4.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TRIAENODES	X	No	0	1	1				Arthropoda		Insecta		Trichoptera		Leptoceridae		Triaenodini	Triaenodes				Genus	shr	"sw, cb"	5		X	5	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	DUBIRAPHIA	X	No	0	1	1				Arthropoda		Insecta		Coleoptera		Elmidae			Dubiraphia				Genus	scr	"cn, cb"	5.7		X	5.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	MACRONYCHUS	X	No	0	1	1				Arthropoda		Insecta		Coleoptera		Elmidae			Macronychus				Genus	scr	cn	6.8		X	6.8	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	MICROCYLLOEPUS	X	No	0	1	1				Arthropoda		Insecta		Coleoptera		Elmidae			Microcylloepus				Genus	col		4.8		X	4.8	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CERATOPOGONIDAE	X	No	0	2	2				Arthropoda		Insecta		Diptera		Ceratopogonidae							Family	pre	"sp, bu"	3.6		X	3.6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	BEZZIA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Ceratopogonidae			Bezzia				Genus	pre	bu	3.3		X	3.3	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CHIRONOMINI	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Chironomini				Genus			5.9		X	5.9	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CRYPTOCHIRONOMUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Cryptochironomus				Genus	pre	"sp, bu"	7.6		X	7.6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	DICROTENDIPES	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Dicrotendipes				Genus	col	bu	9		X	9	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PHAENOPSECTRA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Phaenopsectra				Genus	col	cn	8.7		X	8.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	POLYPEDILUM	X	No	0	11	11				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Polypedilum				Genus	shr	"cb, cn"	6.3		X	6.3	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TRIBELOS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Tribelos				Genus	col	bu	7		X	7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	PARALAUTERBORNIELLA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae		Chironomini	Paralauterborniella				Genus	col	cn	6.6		X	6.6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TANYTARSUS	X	No	0	8	8				Arthropoda		Insecta		Diptera		Chironomidae		Tanytarsini	Tanytarsus				Genus	fil	"cb, cn"	4.9		X	4.9	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CHAETOCLADIUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Chaetocladius				Genus	col	sp	7		X	7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	ORTHOCLADIUS	X	No	0	10	10				Arthropoda		Insecta		Diptera		Chironomidae			Orthocladius				Genus	col	"sp, bu"	9.2		X	9.2	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	RHEOCRICOTOPUS	X	No	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Rheocricotopus				Genus	col	sp	6.2		X	6.2	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	THIENEMANNIELLA	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae			Thienemanniella				Genus	col	sp	5.1		X	5.1	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	TANYPODINAE	X	Yes	0	1	1				Arthropoda		Insecta		Diptera		Chironomidae			Tanypodinae				Genus	pre		7.5		X	7.5	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	CLINOTANYPUS	X	No	0	2	2				Arthropoda		Insecta		Diptera		Chironomidae		Coelotanypodini	Clinotanypus				Genus	pre	bu	6.6		X	6.6	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	THIENEMANNIMYIA GROUP	X	No	0	13	13				Arthropoda		Insecta		Diptera		Chironomidae			Thienemannimyia group				Genus	pre	sp	8.2		X	8.2	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	SIMULIUM	X	No	0	6	6				Arthropoda		Insecta		Diptera		Simuliidae		Simuliini	Simulium				Genus	fil	cn	5.7		X	5.7	0
LANG-204-R-2016					LANG-204-R-2016	2016-03-24		MSW.1999.Bugs	COASTAL	ERIOPTERA	X	No	0	1	1				Arthropoda		Insecta		Diptera		Tipulidae			Erioptera				Genus	col	bu	4.8		X	4.8	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	STYGOBROMUS	X	No	0	1	1				Arthropoda		Malacostra		Amphipoda		Crangonyctidae			Stygobromus				Genus	col		4		X	4	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	EPHEMERELLA	X	No	0	31	31				Arthropoda		Insecta		Ephemeroptera		Ephemerellidae			Ephemerella				Genus	col	"cn, sw"	2.3		X	2.3	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	MACCAFFERTIUM	X	No	0	1	1				Arthropoda		Insecta		Ephemeroptera		Heptageniidae			Maccaffertium				Genus	scr	cn	3		X	3	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	BAETIDAE	X	Yes	0	1	1				Arthropoda		Insecta		Ephemeroptera		Baetidae							Family	col	"sw, cn"	2.3		X	2.3	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ACERPENNA	X	No	0	1	1				Arthropoda		Insecta		Ephemeroptera		Baetidae			Acerpenna				Genus	col	"sw, cn"	2.6		X	2.6	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	BAETIS	X	No	0	5	5				Arthropoda		Insecta		Ephemeroptera		Baetidae			Baetis				Genus	col	"sw, cb, cn"	3.9		X	3.9	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	DIPHETOR	X	No	0	1	1				Arthropoda		Insecta		Ephemeroptera		Baetidae			Diphetor				Genus	col	"sw, cn"	2.3		X	2.3	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	CHLOROPERLIDAE	X	No	0	4	4				Arthropoda		Insecta		Plecoptera		Chloroperlidae							Family	pre	cn	1.6		X	1.6	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	AMPHINEMURA	X	No	0	10	10				Arthropoda		Insecta		Plecoptera		Nemouridae			Amphinemura				Genus	shr	"sp, cn"	3		X	3	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	PERLIDAE	X	No	0	1	1				Arthropoda		Insecta		Plecoptera		Perlidae							Family	pre	cn	2.2		X	2.2	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	ACRONEURIA	X	No	0	2	2				Arthropoda		Insecta		Plecoptera		Perlidae		Acroneuriini	Acroneuria				Genus	pre	cn	2.5		X	2.5	0
LIBE-102-S-2016					LIBE-102-S-2016	2016-03-11		MSW.1999.Bugs	EPIEDMONT	PERLODIDAE	X	No	0	1	1				Arthropoda		Insecta		Plecoptera		Perlodidae							Family	pre	cn	2.2		X	2.2	0
